,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD,AQI,MainPStr,DAQI,MainP,AP
194,4.0,27.0,29.0,14.0,11.0,0.6,26.8,83.0,1007.0,1.6,236.7,34.0,NO2,-4.0,1,-0.5354363177326158
195,6.0,24.0,29.0,15.0,12.0,0.5,26.4,85.0,1006.3,0.9,353.3,30.0,NO2,-2.0,1,-0.5526359776989713
196,4.0,22.0,24.0,13.0,14.0,0.5,26.3,86.0,1006.3,1.2,285.1,28.0,NO2,0.0,1,-0.6674437516636107
197,6.0,22.0,28.0,14.0,15.0,0.5,26.4,84.0,1006.8,1.6,237.5,28.0,"NO2,PM10",2.0,"1,2",-0.5808535756491392
198,6.0,24.0,25.0,14.0,13.0,0.6,26.4,84.0,1007.5,1.3,233.6,30.0,NO2,-2.0,1,-0.5527506682651432
199,4.0,22.0,22.0,19.0,19.0,0.6,27.0,81.0,1008.4,1.6,224.7,28.0,"NO2,PM2.5",2.0,"1,3",-0.5740249695544396
200,11.0,24.0,26.0,18.0,21.0,0.6,28.0,76.0,1009.4,1.5,232.7,30.0,NO2,-2.0,1,-0.3773628258649654
201,4.0,17.0,28.0,14.0,36.0,0.5,28.8,71.0,1009.9,1.3,249.3,28.0,PM10,-1.0,2,-0.6012741771562787
202,3.0,14.0,26.0,13.0,53.0,0.5,30.2,64.0,1009.7,1.5,249.3,27.0,O3,15.0,4,-0.6191616658850552
203,7.0,21.0,42.0,13.0,81.0,0.6,31.0,61.0,1009.2,1.1,236.9,42.0,PM10,18.0,2,-0.1909171525468969
204,4.0,17.0,49.0,19.0,111.0,0.5,31.2,60.0,1008.4,1.4,208.9,60.0,O3,-7.0,4,-0.11565103927478129
205,3.0,12.0,37.0,22.0,103.0,0.5,31.9,57.0,1007.6,1.4,264.1,53.0,O3,-6.0,4,-0.29103841133734054
206,2.0,11.0,30.0,17.0,94.0,0.4,32.2,56.0,1006.7,1.7,240.8,47.0,O3,-1.0,4,-0.4953423154713097
211,1.0,17.0,11.0,17.0,40.0,0.7,29.2,69.0,1005.9,2.2,263.6,25.0,PM2.5,4.0,3,-0.6853303191984114
212,3.0,18.0,11.0,20.0,33.0,0.7,28.6,72.0,1006.4,1.8,251.4,29.0,PM2.5,-4.0,3,-0.6314681375708958
213,6.0,19.0,23.0,17.0,30.0,0.7,28.1,73.0,1006.7,2.3,253.9,25.0,PM2.5,15.0,3,-0.49769330866662476
214,9.0,22.0,40.0,22.0,26.0,0.7,27.7,76.0,1007.1,2.2,239.6,40.0,PM10,-10.0,2,-0.232824002596648
215,12.0,23.0,30.0,18.0,25.0,0.8,27.4,76.0,1007.1,2.1,233.5,30.0,PM10,9.0,2,-0.24393740678764847
216,12.0,21.0,39.0,19.0,29.0,0.9,27.2,79.0,1006.7,1.8,231.7,39.0,PM10,-10.0,2,-0.12998917669673996
217,8.0,18.0,29.0,15.0,30.0,0.7,27.1,80.0,1006.2,1.8,237.9,29.0,PM10,-4.0,2,-0.43595145123126766
218,4.0,17.0,24.0,17.0,28.0,0.7,27.0,81.0,1006.3,1.0,243.6,25.0,PM2.5,7.0,3,-0.5593966780028672
219,6.0,25.0,30.0,17.0,16.0,0.7,26.5,84.0,1006.4,0.6,275.4,32.0,NO2,3.0,1,-0.42482581646305734
220,5.0,28.0,32.0,21.0,11.0,0.6,26.6,84.0,1006.4,0.9,267.6,35.0,NO2,10.0,1,-0.41653714035669476
221,16.0,36.0,27.0,17.0,10.0,0.6,26.9,79.0,1006.3,1.4,262.7,45.0,NO2,-12.0,1,-0.18432930735854774
222,9.0,26.0,26.0,17.0,20.0,0.7,27.0,78.0,1006.4,1.8,243.8,33.0,NO2,2.0,1,-0.3710219390749872
223,14.0,28.0,28.0,21.0,22.0,0.7,27.8,74.0,1007.2,2.1,235.2,35.0,NO2,4.0,1,-0.18709275401294187
224,10.0,25.0,32.0,27.0,32.0,0.8,28.9,68.0,1008.0,2.0,223.7,39.0,PM2.5,-6.0,3,-0.1411305662209287
225,5.0,17.0,33.0,19.0,50.0,0.7,29.7,64.0,1008.5,2.4,234.3,33.0,PM10,11.0,2,-0.36821533075977314
226,2.0,16.0,44.0,17.0,57.0,0.7,30.2,63.0,1009.0,2.3,238.2,44.0,PM10,8.0,2,-0.3429998424210362
227,0.0,14.0,53.0,20.0,66.0,0.7,30.5,63.0,1008.9,1.7,236.4,52.0,PM10,-10.0,2,-0.27260500580962965
228,0.0,9.0,28.0,19.0,83.0,0.7,31.5,61.0,1008.3,2.3,240.6,42.0,O3,1.0,4,-0.4812156156932352
229,-1.0,8.0,40.0,17.0,85.0,0.6,31.8,60.0,1007.7,2.1,250.2,43.0,O3,0.0,4,-0.46276718259431815
230,0.0,9.0,26.0,17.0,86.0,0.6,32.7,57.0,1006.9,1.7,241.0,43.0,O3,1.0,4,-0.5431728408671697
231,2.0,11.0,34.0,16.0,88.0,0.6,33.0,55.0,1006.2,1.6,266.8,44.0,O3,-1.0,4,-0.41626542068198824
232,4.0,14.0,38.0,17.0,85.0,0.7,32.9,54.0,1005.9,1.3,244.3,43.0,O3,-3.0,4,-0.2731288729046545
233,7.0,20.0,40.0,20.0,76.0,0.7,32.5,56.0,1005.6,1.8,233.0,40.0,PM10,8.0,2,-0.13508544642436313
234,9.0,27.0,48.0,20.0,60.0,0.7,31.5,61.0,1005.7,1.6,259.5,48.0,PM10,-5.0,2,-0.00916911430512995
235,8.0,30.0,43.0,24.0,44.0,0.8,30.6,66.0,1006.2,1.2,245.4,43.0,PM10,6.0,2,-0.02133807054395799
236,6.0,36.0,49.0,17.0,25.0,0.8,29.8,69.0,1006.8,1.0,301.2,49.0,PM10,5.0,2,-0.07842029260702427
237,8.0,43.0,44.0,24.0,13.0,0.8,29.2,71.0,1007.4,0.8,30.6,54.0,NO2,-2.0,1,0.01741024225313795
238,10.0,41.0,47.0,26.0,16.0,0.8,28.8,72.0,1007.6,0.9,293.7,52.0,NO2,-12.0,1,0.0901482611486637
239,9.0,27.0,40.0,23.0,29.0,0.7,28.7,72.0,1007.4,1.2,251.5,40.0,PM10,5.0,2,-0.15885388142646048
240,8.0,31.0,45.0,21.0,21.0,0.8,28.4,74.0,1007.3,0.7,241.0,45.0,PM10,4.0,2,-0.10299963339865015
241,10.0,39.0,41.0,21.0,11.0,0.7,27.8,77.0,1007.0,0.5,307.4,49.0,NO2,-4.0,1,-0.08195083349990688
242,8.0,36.0,41.0,27.0,12.0,0.7,27.3,81.0,1006.7,0.6,1.8,45.0,NO2,-3.0,1,-0.09824044982797304
243,7.0,33.0,40.0,27.0,15.0,0.7,27.4,82.0,1006.3,0.8,250.2,42.0,NO2,2.0,1,-0.14889328227350282
244,8.0,35.0,39.0,22.0,14.0,0.7,27.2,83.0,1006.6,0.6,319.4,44.0,NO2,-2.0,1,-0.1632801851030928
245,7.0,33.0,36.0,24.0,14.0,0.7,27.1,84.0,1007.1,0.7,319.6,42.0,NO2,-2.0,1,-0.2123305356500054
246,13.0,23.0,34.0,28.0,27.0,0.7,27.1,85.0,1007.9,1.0,101.0,40.0,PM2.5,-6.0,3,-0.13186239960880605
247,17.0,21.0,34.0,20.0,32.0,0.7,27.5,82.0,1008.7,1.3,114.9,34.0,PM10,16.0,2,-0.1252962381714765
248,6.0,27.0,50.0,22.0,30.0,0.8,28.3,78.0,1009.1,1.3,121.5,50.0,PM10,9.0,2,-0.10522250401259461
249,11.0,45.0,67.0,26.0,14.0,0.9,28.4,78.0,1009.7,1.3,68.3,59.0,PM10,-11.0,2,0.35006223454887664
250,23.0,30.0,47.0,33.0,53.0,0.8,29.9,70.0,1010.0,1.1,251.3,48.0,PM2.5,-4.0,3,0.4326204871007872
251,8.0,19.0,44.0,21.0,76.0,0.7,30.4,65.0,1009.3,2.0,238.0,44.0,PM10,1.0,2,-0.08346759740916002
252,7.0,19.0,42.0,19.0,90.0,0.7,30.9,65.0,1008.8,1.2,298.8,45.0,O3,7.0,4,-0.08845502189710447
253,3.0,30.0,53.0,23.0,65.0,0.7,27.2,73.0,1008.6,2.8,41.9,52.0,PM10,16.0,2,-0.013899765752577
254,3.0,33.0,85.0,23.0,65.0,0.7,25.4,83.0,1007.7,2.0,56.8,68.0,PM10,-27.0,2,0.2823976629699717
255,4.0,32.0,14.0,13.0,81.0,0.7,27.8,75.0,1006.7,1.9,66.1,41.0,O3,11.0,4,-0.32561015764054874
256,5.0,41.0,42.0,11.0,64.0,0.7,29.7,73.0,1006.3,1.3,73.4,52.0,NO2,3.0,1,-0.05519916196898544
257,6.0,44.0,59.0,20.0,45.0,0.8,30.4,71.0,1006.3,1.1,51.3,55.0,"NO2,PM10",-7.0,"1,2",0.18915690060600515
258,7.0,38.0,48.0,25.0,37.0,0.7,29.9,72.0,1007.0,1.2,93.0,48.0,"NO2,PM10",5.0,"1,2",0.03192662931165199
259,7.0,38.0,55.0,24.0,25.0,0.7,28.8,77.0,1007.4,1.6,110.9,53.0,PM10,-6.0,2,0.03781313412963908
260,6.0,37.0,47.0,23.0,21.0,0.7,28.3,80.0,1008.3,1.8,101.7,47.0,"NO2,PM10",-3.0,"1,2",-0.08276572545628375
261,6.0,35.0,34.0,21.0,20.0,0.6,27.9,81.0,1009.1,1.3,91.3,44.0,NO2,-7.0,1,-0.2713729538369978
262,6.0,29.0,35.0,16.0,27.0,0.6,27.8,81.0,1009.6,1.2,97.1,37.0,NO2,-8.0,1,-0.34813479404613723
263,5.0,23.0,29.0,20.0,32.0,0.6,27.6,82.0,1010.3,0.8,89.7,29.0,"NO2,PM10,PM2.5",19.0,"1,2,3",-0.4295611621010387
264,5.0,38.0,12.0,13.0,16.0,0.6,27.1,84.0,1010.8,1.6,55.0,48.0,NO2,-5.0,1,-0.5266672837714973
265,5.0,20.0,14.0,23.0,85.0,0.6,24.4,78.0,1010.8,2.5,61.0,43.0,O3,2.0,4,-0.3696664044430187
266,6.0,20.0,13.0,-1.0,90.0,0.6,23.5,79.0,1010.3,2.6,62.5,45.0,O3,-6.0,4,-0.5547360763946629
267,5.0,24.0,9.0,6.0,78.0,0.6,23.8,78.0,1009.6,1.9,73.3,39.0,O3,-4.0,4,-0.5448724936934208
268,5.0,25.0,11.0,7.0,70.0,0.6,24.3,76.0,1009.7,1.2,91.2,35.0,O3,5.0,4,-0.5371202912183208
269,5.0,32.0,16.0,7.0,56.0,0.6,24.4,76.0,1009.8,1.6,76.1,40.0,NO2,24.0,1,-0.46987659516296454
270,5.0,51.0,19.0,8.0,29.0,0.7,24.4,78.0,1010.6,1.3,53.3,64.0,NO2,10.0,1,-0.2879988595000005
271,5.0,59.0,29.0,9.0,20.0,0.7,24.6,78.0,1011.0,1.5,61.7,74.0,NO2,9.0,1,-0.14187454888410125
272,6.0,66.0,33.0,11.0,13.0,0.8,24.8,79.0,1011.3,1.5,72.9,83.0,NO2,-4.0,1,0.01884230471097018
273,6.0,63.0,38.0,18.0,28.0,0.8,25.9,75.0,1011.1,1.5,65.8,79.0,NO2,-35.0,1,0.1437887071582299
274,7.0,35.0,36.0,15.0,72.0,0.7,26.7,72.0,1011.3,2.0,78.5,44.0,NO2,6.0,1,-0.06428486855521402
275,6.0,40.0,47.0,19.0,71.0,0.7,26.5,74.0,1010.8,1.7,77.5,50.0,NO2,-6.0,1,0.09241961923585723
276,6.0,35.0,43.0,22.0,75.0,0.6,26.4,76.0,1010.5,1.6,90.6,44.0,NO2,46.0,1,0.00809309580619159
277,6.0,72.0,44.0,23.0,16.0,0.9,24.8,83.0,1010.5,1.4,343.6,90.0,NO2,-33.0,1,0.3312163303740946
278,4.0,45.0,23.0,27.0,36.0,0.7,22.1,92.0,1011.4,2.3,339.0,57.0,NO2,8.0,1,-0.14536055147192237
279,3.0,52.0,0.0,-1.0,28.0,0.7,21.9,94.0,1009.7,2.0,50.5,65.0,NO2,-12.0,1,-0.5590896211661848
280,4.0,42.0,8.0,-2.0,42.0,0.7,22.0,94.0,1009.4,2.2,107.6,53.0,NO2,12.0,1,-0.5401964748218634
281,4.0,52.0,8.0,-2.0,32.0,0.7,22.4,92.0,1009.6,1.7,97.6,65.0,NO2,4.0,1,-0.4673045569800584
282,4.0,55.0,14.0,6.0,26.0,0.7,22.6,90.0,1009.7,1.5,94.1,69.0,NO2,23.0,1,-0.3349579289366659
283,5.0,73.0,17.0,8.0,7.0,0.8,22.6,90.0,1010.0,1.3,108.8,92.0,NO2,-5.0,1,-0.10587083177010023
284,6.0,69.0,22.0,9.0,5.0,0.8,22.6,90.0,1010.6,0.7,64.6,87.0,NO2,-5.0,1,-0.08572718040612898
285,8.0,65.0,21.0,15.0,5.0,0.8,22.5,91.0,1011.3,0.7,77.6,82.0,NO2,-8.0,1,-0.04251054624228774
286,10.0,59.0,28.0,16.0,7.0,0.7,22.6,90.0,1011.8,0.5,27.3,74.0,NO2,-1.0,1,-0.03102795170951895
287,6.0,58.0,26.0,20.0,8.0,0.7,22.8,89.0,1011.8,0.7,16.6,73.0,NO2,9.0,1,-0.10110555809422588
288,7.0,65.0,26.0,21.0,0.0,0.8,22.9,90.0,1011.6,0.8,40.1,82.0,NO2,3.0,1,0.01410906434776207
289,6.0,68.0,33.0,22.0,0.0,0.8,22.7,92.0,1011.3,1.2,48.0,85.0,NO2,2.0,1,0.09279791519396968
290,5.0,69.0,34.0,19.0,0.0,0.9,22.6,92.0,1011.1,1.3,57.2,87.0,NO2,-2.0,1,0.10269984506933658
291,6.0,68.0,41.0,23.0,0.0,0.8,22.5,91.0,1010.6,1.9,73.4,85.0,NO2,-3.0,1,0.16769570360403335
292,7.0,65.0,46.0,26.0,0.0,0.9,22.6,91.0,1010.6,1.3,70.1,82.0,NO2,-5.0,1,0.2620206909547127
293,6.0,61.0,44.0,32.0,0.0,0.8,22.7,91.0,1011.1,1.1,52.4,77.0,NO2,-3.0,1,0.19711574536165988
294,6.0,59.0,39.0,35.0,3.0,0.8,22.8,91.0,1011.5,1.5,60.8,74.0,NO2,-5.0,1,0.17180305320915315
295,5.0,55.0,30.0,32.0,12.0,0.8,23.2,89.0,1012.0,1.6,63.5,69.0,NO2,-10.0,1,0.03887612530694481
296,5.0,47.0,28.0,28.0,33.0,0.8,23.8,85.0,1012.5,1.9,68.4,59.0,NO2,-9.0,1,-0.02538546463936569
297,5.0,40.0,25.0,18.0,46.0,0.7,24.7,81.0,1012.8,1.7,82.9,50.0,NO2,2.0,1,-0.20763966168194348
298,5.0,41.0,36.0,16.0,47.0,0.7,25.2,79.0,1012.8,1.6,89.4,52.0,NO2,2.0,1,-0.12049219805155126
299,6.0,43.0,34.0,18.0,48.0,0.7,25.5,78.0,1012.3,1.5,90.8,54.0,NO2,-7.0,1,-0.07320864497707494
300,7.0,37.0,28.0,15.0,59.0,0.7,26.2,76.0,1011.6,1.3,85.7,47.0,NO2,-9.0,1,-0.15490215759937345
301,8.0,30.0,26.0,17.0,73.0,0.7,26.7,74.0,1011.0,1.6,93.9,38.0,NO2,4.0,1,-0.15894300501373385
302,8.0,28.0,36.0,21.0,83.0,0.7,27.2,73.0,1010.1,1.7,108.1,42.0,O3,8.0,4,-0.0266818463747386
303,5.0,23.0,25.0,24.0,100.0,0.7,28.0,70.0,1009.0,1.6,112.0,50.0,O3,-2.0,4,-0.1456763438314682
304,5.0,24.0,48.0,22.0,92.0,0.7,28.2,70.0,1008.6,1.4,73.5,48.0,PM10,-7.0,2,0.00824030321668277
305,5.0,29.0,36.0,19.0,82.0,0.7,28.1,71.0,1008.4,1.2,92.7,41.0,O3,3.0,4,-0.09895959410605913
306,5.0,28.0,44.0,23.0,76.0,0.7,27.4,74.0,1008.7,1.7,112.7,44.0,PM10,-12.0,2,-0.02943553389042598
307,4.0,20.0,29.0,22.0,57.0,0.6,26.7,76.0,1009.5,1.7,107.4,32.0,PM2.5,0.0,3,-0.3755068970325225
308,5.0,25.0,31.0,19.0,48.0,0.6,26.4,78.0,1010.5,1.2,110.7,32.0,NO2,-2.0,1,-0.34321525526025376
309,4.0,24.0,25.0,21.0,49.0,0.6,26.0,79.0,1010.9,1.3,89.0,30.0,"NO2,PM2.5",2.0,"1,3",-0.4025611052254748
310,4.0,25.0,32.0,16.0,44.0,0.6,25.9,80.0,1011.2,1.4,109.9,32.0,"NO2,PM10",3.0,"1,2",-0.39669880193256984
311,3.0,27.0,35.0,17.0,38.0,0.6,25.4,83.0,1011.0,1.3,109.0,35.0,PM10,8.0,2,-0.38325135126509824
312,4.0,28.0,43.0,22.0,33.0,0.6,25.1,84.0,1010.4,1.2,109.2,43.0,PM10,-4.0,2,-0.25892867976210976
313,5.0,31.0,36.0,24.0,26.0,0.6,24.8,85.0,1009.8,0.7,83.6,39.0,NO2,5.0,1,-0.2705494279603028
314,4.0,35.0,33.0,18.0,16.0,0.6,24.5,86.0,1009.5,0.7,90.6,44.0,NO2,26.0,1,-0.3618830422645964
315,6.0,56.0,40.0,21.0,0.0,0.7,24.0,89.0,1009.1,0.7,62.1,70.0,NO2,8.0,1,-0.027034259200727
316,11.0,62.0,42.0,30.0,0.0,0.7,23.9,90.0,1009.2,0.7,41.9,78.0,NO2,-3.0,1,0.23802841134098182
317,10.0,60.0,40.0,32.0,-1.0,0.7,24.1,89.0,1009.2,1.0,78.4,75.0,NO2,2.0,1,0.19364976406416665
318,9.0,61.0,40.0,28.0,0.0,0.7,24.4,88.0,1009.4,0.9,73.6,77.0,NO2,-2.0,1,0.15166410175520892
319,16.0,60.0,38.0,28.0,4.0,0.7,25.2,85.0,1009.9,1.2,93.5,75.0,NO2,0.0,1,0.2824088918378886
320,14.0,60.0,45.0,36.0,5.0,0.8,25.9,82.0,1010.6,1.0,90.5,75.0,NO2,-7.0,1,0.4125679877009514
321,12.0,54.0,57.0,36.0,16.0,0.7,27.0,78.0,1011.1,1.1,78.8,68.0,NO2,-13.0,1,0.40623983724047846
322,8.0,44.0,47.0,34.0,28.0,0.7,27.5,77.0,1010.7,1.5,62.4,55.0,NO2,-13.0,1,0.15796332361392976
323,7.0,28.0,42.0,28.0,64.0,0.6,28.7,72.0,1009.7,2.2,118.2,42.0,PM10,5.0,2,-0.04107595730395985
324,4.0,17.0,41.0,19.0,94.0,0.6,29.4,69.0,1008.7,2.3,103.5,47.0,O3,10.0,4,-0.20401582243796557
325,5.0,14.0,37.0,19.0,108.0,0.6,29.9,67.0,1007.8,2.0,106.8,57.0,O3,-12.0,4,-0.19903916869482385
326,4.0,17.0,40.0,24.0,90.0,0.6,30.2,65.0,1007.0,1.9,230.8,45.0,O3,-3.0,4,-0.18169787711049995
327,5.0,13.0,39.0,23.0,84.0,0.6,30.5,62.0,1006.2,2.0,275.4,42.0,O3,-1.0,4,-0.2432152815125011
328,5.0,13.0,35.0,17.0,82.0,0.6,30.3,64.0,1005.5,1.8,268.6,41.0,O3,-4.0,4,-0.3371246496163292
329,5.0,14.0,37.0,14.0,71.0,0.6,29.9,65.0,1005.3,2.3,260.2,37.0,PM10,1.0,2,-0.37595123576465816
330,6.0,20.0,38.0,18.0,51.0,0.6,29.0,68.0,1005.8,2.0,236.7,38.0,PM10,1.0,2,-0.3175349230105059
331,7.0,20.0,39.0,14.0,38.0,0.6,28.3,72.0,1006.6,1.9,257.0,39.0,PM10,-9.0,2,-0.3710242684629159
332,6.0,19.0,30.0,16.0,31.0,0.6,27.8,75.0,1007.2,1.4,289.7,30.0,PM10,0.0,2,-0.4836506235525952
333,5.0,24.0,30.0,9.0,24.0,0.6,27.5,77.0,1007.7,1.0,302.7,30.0,"NO2,PM10",15.0,"1,2",-0.5376603776287473
334,5.0,36.0,30.0,11.0,11.0,0.6,27.2,79.0,1008.1,1.1,98.6,45.0,NO2,-6.0,1,-0.43582463538735916
335,5.0,31.0,35.0,13.0,14.0,0.6,26.7,82.0,1007.9,1.1,103.4,39.0,NO2,-1.0,1,-0.4202683115577651
336,4.0,30.0,21.0,17.0,10.0,0.6,26.2,85.0,1007.4,0.8,88.9,38.0,NO2,5.0,1,-0.5454573235589059
337,5.0,34.0,22.0,10.0,5.0,0.5,25.9,87.0,1006.7,0.7,79.0,43.0,NO2,0.0,1,-0.592105836305877
338,5.0,34.0,27.0,15.0,4.0,0.5,25.9,88.0,1006.2,0.7,75.0,43.0,NO2,-5.0,1,-0.509631438828055
339,5.0,30.0,29.0,15.0,8.0,0.5,26.1,87.0,1005.9,0.8,43.5,38.0,NO2,1.0,1,-0.5223056366401885
340,4.0,31.0,28.0,16.0,4.0,0.6,26.0,88.0,1005.8,0.6,74.3,39.0,NO2,5.0,1,-0.5072945572113597
341,5.0,35.0,27.0,14.0,0.0,0.6,25.8,89.0,1005.6,0.5,67.1,44.0,NO2,-4.0,1,-0.48377012452965706
342,5.0,32.0,29.0,15.0,3.0,0.6,25.9,89.0,1005.7,0.5,13.6,40.0,NO2,0.0,1,-0.4801876194459005
343,7.0,32.0,28.0,19.0,10.0,0.7,26.9,86.0,1006.1,0.7,6.4,40.0,NO2,-5.0,1,-0.3482354672520724
344,8.0,28.0,26.0,18.0,24.0,0.8,28.2,78.0,1006.3,1.4,247.3,35.0,NO2,15.0,1,-0.30835415066991123
345,7.0,33.0,50.0,21.0,18.0,0.7,28.0,79.0,1006.7,2.4,232.1,50.0,PM10,-19.0,2,-0.10957675814422656
346,5.5,18.0,31.0,20.0,53.0,0.6,24.4,86.0,1007.7,2.4,251.9,31.0,PM10,13.0,2,-0.3821392632068546
347,4.0,16.66666666666667,12.0,2.0,88.0,0.6,24.7,83.0,1007.8,2.2,246.4,44.0,O3,5.0,4,-0.6204978459555353
348,4.0,15.33333333333333,13.0,3.0,97.0,0.6,25.2,78.0,1007.3,2.5,251.2,49.0,O3,14.0,4,-0.585641181886929
349,4.0,14.0,10.0,4.0,115.0,0.6,26.2,72.0,1005.7,1.9,260.2,63.0,O3,3.0,4,-0.5516234239377272
350,4.0,20.0,19.0,9.0,119.0,0.7,26.9,69.0,1004.3,1.4,3.1,66.0,O3,9.0,4,-0.3149349639889612
351,3.0,24.0,28.0,13.0,129.0,0.7,26.8,70.0,1004.1,0.8,42.0,75.0,O3,-20.0,4,-0.14630642338468966
352,4.0,42.0,32.0,12.0,106.0,0.7,27.2,70.0,1004.0,0.6,5.1,55.0,O3,1.0,4,0.0115927217377362
353,5.0,40.0,33.0,17.0,107.0,0.8,27.5,69.0,1004.2,1.1,256.1,56.0,O3,-4.0,4,0.10531594723123198
354,6.0,35.0,45.0,21.0,102.0,0.8,26.6,71.0,1004.9,0.9,270.6,52.0,O3,1.0,4,0.18848360721342342
355,5.0,42.0,34.0,19.0,70.0,0.8,26.3,74.0,1005.7,0.6,254.9,53.0,NO2,10.0,1,0.02113528895841356
356,6.0,50.0,38.0,24.0,53.0,0.9,26.0,76.0,1006.3,0.5,288.1,63.0,NO2,-10.0,1,0.18391763514302162
357,5.0,42.0,42.0,28.0,58.0,0.8,26.2,75.0,1007.0,0.9,279.3,53.0,NO2,2.0,1,0.12493818955579024
358,5.0,44.0,43.0,25.0,28.0,0.8,24.9,79.0,1007.4,1.9,340.1,55.0,NO2,-17.0,1,0.02090704546980267
359,4.0,30.0,20.0,17.0,36.0,0.8,24.0,79.0,1007.3,1.6,337.3,38.0,NO2,4.0,1,-0.38439273641904426
360,5.0,33.0,2.0,6.0,30.0,0.8,23.8,77.0,1007.0,1.4,313.5,42.0,NO2,16.0,1,-0.5996756789625011
361,4.0,46.0,21.0,5.0,11.0,0.8,23.4,79.0,1006.7,1.3,318.1,58.0,NO2,0.0,1,-0.39926074908014875
362,5.0,46.0,24.0,11.0,8.0,0.8,23.0,78.0,1006.6,1.6,325.2,58.0,NO2,-15.0,1,-0.31089660016890563
363,6.0,34.0,19.0,12.0,16.0,0.8,22.4,76.0,1006.6,1.8,333.9,43.0,NO2,-11.0,1,-0.4243401669169271
364,6.0,25.0,20.0,10.0,24.0,0.8,22.0,74.0,1007.0,1.6,318.3,32.0,NO2,-3.0,1,-0.5032062119278734
365,6.0,23.0,15.0,10.0,27.0,0.8,21.4,74.0,1007.4,1.8,326.9,29.0,NO2,-1.0,1,-0.5554214374155088
366,6.0,22.0,14.0,9.0,30.0,0.8,21.3,73.0,1008.0,2.0,331.4,28.0,NO2,5.0,1,-0.5727802621892991
367,8.0,26.0,20.0,10.0,27.0,0.8,21.3,72.0,1009.0,2.1,332.5,33.0,NO2,2.0,1,-0.44055074971351715
368,6.0,28.0,23.0,15.0,26.0,0.8,21.6,71.0,1009.8,1.8,337.4,35.0,NO2,0.0,1,-0.39392932006891673
369,5.0,28.0,24.0,14.0,27.0,0.9,21.8,70.0,1010.2,1.8,346.0,35.0,NO2,0.0,1,-0.3733815597543113
370,5.0,28.0,26.0,10.0,32.0,0.9,22.7,67.0,1010.3,1.7,358.5,35.0,NO2,0.0,1,-0.3749211279155762
371,5.0,28.0,29.0,9.0,40.0,0.9,23.4,66.0,1010.0,1.5,355.8,35.0,NO2,-1.0,1,-0.3306081339028275
372,5.0,27.0,26.0,8.0,55.0,0.9,24.9,63.0,1009.4,1.2,347.8,34.0,NO2,10.0,1,-0.3216145512948433
373,5.0,22.0,24.0,15.0,87.0,0.9,25.2,62.0,1008.4,1.7,12.8,44.0,O3,15.0,4,-0.21539180416905027
374,4.0,19.0,29.0,14.0,110.0,0.9,25.8,60.0,1007.4,1.9,6.2,59.0,O3,0.0,4,-0.15417281190858526
375,3.0,19.0,33.0,10.0,110.0,0.8,25.9,60.0,1006.8,1.5,351.2,59.0,O3,-16.0,4,-0.21587006793945812
376,5.0,23.0,30.0,10.0,85.0,0.9,25.2,63.0,1006.9,2.0,355.6,43.0,O3,-4.0,4,-0.20706204136184878
377,4.0,26.0,31.0,15.0,77.0,0.9,25.0,63.0,1006.8,1.8,358.4,39.0,O3,-1.0,4,-0.170507505180144
378,5.0,30.0,31.0,15.0,68.0,0.9,24.8,64.0,1007.2,1.7,7.8,38.0,NO2,4.0,1,-0.1386546725737127
379,4.0,33.0,28.0,15.0,56.0,0.9,24.7,64.0,1007.8,1.5,11.4,42.0,NO2,6.0,1,-0.1941811561685204
380,5.0,38.0,30.0,15.0,42.0,0.9,24.4,66.0,1008.7,1.7,49.2,48.0,NO2,2.0,1,-0.15283488802210782
381,7.0,40.0,32.0,11.0,29.0,1.0,24.2,66.0,1009.5,1.7,42.2,50.0,NO2,-10.0,1,-0.11757305222625695
382,6.0,32.0,33.0,15.0,40.0,0.9,23.9,67.0,1010.0,2.1,43.0,40.0,NO2,-7.0,1,-0.17985886344718952
383,5.0,26.0,33.0,20.0,46.0,0.9,23.5,67.0,1010.1,2.1,40.7,33.0,"NO2,PM10",9.0,"1,2",-0.19930043102441888
384,5.0,26.0,42.0,22.0,46.0,0.9,22.9,67.0,1009.6,1.8,39.3,42.0,PM10,-6.0,2,-0.10719384684035141
385,4.0,24.0,33.0,25.0,45.0,0.9,22.6,67.0,1009.5,1.4,43.0,36.0,PM2.5,0.0,3,-0.200293975641517
386,4.0,27.0,34.0,25.0,39.0,0.9,22.4,68.0,1009.1,1.5,54.3,36.0,PM2.5,2.0,3,-0.18089385980327202
387,5.0,26.0,37.0,26.0,41.0,0.9,22.3,67.0,1009.0,1.4,40.2,38.0,PM2.5,-1.0,3,-0.13037813266596932
388,4.0,27.0,37.0,23.0,39.0,0.8,22.0,69.0,1009.2,1.4,45.8,37.0,PM10,5.0,2,-0.2123534058423261
389,5.0,24.0,42.0,21.0,40.0,0.9,20.7,78.0,1009.9,1.9,67.3,42.0,PM10,-4.0,2,-0.15929639265799744
390,3.0,26.0,38.0,23.0,36.0,0.9,19.3,88.0,1010.9,1.6,45.2,38.0,PM10,4.0,2,-0.2079752331611763
391,4.0,33.0,31.0,22.0,28.0,0.9,19.2,90.0,1011.3,1.7,35.6,42.0,NO2,2.0,1,-0.2066330033811851
